,id,name,mpn,url_1,price_1,old_price_1,currency_1,info,cpu_type_1,cpu_implementation_1,cpu_number_of_cores_1,display_size__inch_1,memory_ram__gb_1,storage_type_1,storage_capacity__gb_1,design_color_name_1,general_year_1,url_2,url_3,url_4,price_2,old_price_2,currency_2,price_3,old_price_3,currency_3,price_4,old_price_4,currency_4,url_5,url_6,url_7,price_5,old_price_5,currency_5,price_6,old_price_6,currency_6,url_8,url_9,url_10,url_11,price_7,old_price_7,currency_7,price_8,old_price_8,currency_8,price_9,old_price_9,currency_9,url_12,price_10,old_price_10,currency_10
0,2881,Msi Katana GF76 11UC-655NL,9S7-17L212-655,https://www.bol.com/be/nl/p/msi-katana-gf76-11uc-655nl-gaming-laptop-17-3-inch/9300000075189520/,1271,999,EUR,Intel Core i7 - i7-11800H - 8 cores - 17.3 inch - 16GB - 512GB SSD - Black - 9S7-17L212-655,Intel Core i7,i7-11800H,8,17.3,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6204,Apple Macbook Pro,MKGR3LL/A,https://www.bestbuy.com/site/macbook-pro-14-laptop-apple-m1-pro-chip-16gb-memory-512gb-ssd-latest-model-silver/6450856.p?skuId=6450856,1599,,USD,2021 - Apple M1 Pro - Apple M1 Pro - 8 cores - 14.2 inch - 16GB - 512GB SSD - Silver - MKGR3LL/A,Apple M1 Pro,Apple M1 Pro,8,14.2,16,SSD,512,Silver,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6268,Medion Akoya E15413,30034235,https://azerty.nl/product/e15413-i5-512f8-qwerty/5089957,792.95,758.74,EUR,Intel® Core™ i5 - i5-1235U - 10 cores - 15.6 inch - 8GB - 512GB SSD - Metallic - 30034235,Intel® Core™ i5,i5-1235U,10,15.6,8,SSD,512,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6205,Microsoft Surface Book 3,SMN-00001,https://www.bestbuy.com/site/microsoft-surface-book-3-15-touch-screen-pixelsense-2-in-1-laptop-intel-core-i7-32gb-memory-512gb-ssd-platinum/6408385.p?skuId=6408385,2519.99,,USD,2020 - Intel 10th Generation Core i7 - 1065G7 - 4 cores - 15 inch - 32GB - 512GB SSD - Platinum - SMN-00001,Intel 10th Generation Core i7,1065G7,4,15,32,SSD,512,Platinum,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,692,Asus Rog Zephyrus G14 GA402RJ-L8018W 6900HS,90NR09T4-M00430,https://www.bol.com/be/nl/p/asus-rog-zephyrus-g14-ga402rj-l8018w-6900hs-notebook-35-6-cm-wqxga-amd-ryzen-9-16-gb-ddr5-sdram-1000-gb-ssd-amd-radeon-rx-6700s-wi-fi-6e-windows-11-home-zwart-grijs/9300000071777997/,2114,,EUR,AMD Ryzen™ 9 - 6900HS - 8 cores - 14 inch - 16GB - 1000GB SSD - Eclipse Gray AniMe Matrix version - 90NR09T4-M00430,AMD Ryzen™ 9,6900HS,8,14,16,SSD,1000,Eclipse Gray AniMe Matrix version,,https://azerty.nl/product/qwerty-ga402rj-gray-14i-r9-8gb-2-1tb-ssd-win11-qwerty/4786637,https://devices-api-prd.s3.eu-west-3.amazonaws.com/78ba0115cc021fa931fcb9f59f4b6484.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/e30e91d1527ad040fb1ec5cc8cb923ac.jpg,2083.82,2311.44,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,693,Msi Creator Z16P B12UGST-019BE i9-12900H,CREATOR Z16P B12UGST-019BE,https://www.bol.com/be/nl/p/msi-creator-z16p-b12ugst-019be-i9-12900h-notebook-40-6-cm-touchscreen-quad-hd-intel-core-i9-32-gb-ddr5-sdram-2000-gb-ssd-nvidia-geforce-rtx-3070-ti-wi-fi-6e-windows-11-pro-grijs/9300000075519279/,3549,3662.71,EUR,Intel Core i9 - i9-12900H - 14 cores - 16 inch - 32GB - 2000GB SSD - Gray - CREATOR Z16P B12UGST-019BE,Intel Core i9,i9-12900H,14,16,32,SSD,2000,Gray,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/a1d6d396f117d5e094c9ac9bd2a80551.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/7b8559b78116e59c4e2c3fe9c23df954.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/6586cf731353083a8fef215b91b3d4db.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4165,Msi PULSE GL66 12UEK,GL6612UEK021NL,https://azerty.nl/product/msi-pulse-gl66-12uek-021nl-laptop/4680704,1699,1699.01,EUR,"Intel® Core™ i7 - i7-12700H - 14 cores - 15.6 inch - 16GB - 1000GB SSD - Gray, Titanium - GL6612UEK021NL",Intel® Core™ i7,i7-12700H,14,15.6,16,SSD,1000,"Gray, Titanium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,830,Lenovo Legion 7,82N600MWMB,https://www.bol.com/be/nl/p/lenovo-legion-7-notebook-wqxga-amd-ryzen9-32gb-ddr4-2000gb-ssd-nvidia-geforce-rtx-3080-wi-fi-6-windows-11-home-grijs/9300000048072324/,2999,2980.6,EUR,AMD Ryzen 9 - 5900HX - 8 cores - 16 inch - 32GB - 2000GB SSD - Gray - 82N600MWMB,AMD Ryzen 9,5900HX,8,16,32,SSD,2000,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6841,Lenovo V15,82KD002RIX,https://www.bol.com/be/nl/p/lenovo-v15-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-w11-pro-82kd002rix/9300000139535853/,519,535,EUR,AMD Ryzen 5 - 5500U - 6 cores - 15.6 inch - 8GB - 256GB - 256GB SSD - Black - 82KD002RIX,AMD Ryzen 5,5500U,6,15.6,8,SSD,256,Black,,https://www.bol.com/be/nl/p/lenovo-v15-gen-2-82kd002rix-15-6-full-hd-amd-ryzen-5-5500u-8-gb-256-gb-ssd-windows-11-pro/9300000096065624/,https://www.bol.com/be/nl/p/lenovo-budget-gaming-laptop-15-6-amd-ryzen-5-5500u-8gb-ram-256gb-ssd-w11-pro-82kd002rix/9300000139550191/,https://www.bol.com/be/nl/p/lenovo-ryzen-5-budget-gaming-laptop-15-6-5500u-6-core-2-1-4ghz-8gb-ram-256gb-ssd-w11-pro-82kd002rix/9300000139550191/,519.99,514.79,EUR,545,569,EUR,545,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2175,Microsoft Surface 4 4680U,7IQ-00032,https://www.bol.com/be/nl/p/microsoft-surface-laptop-4-4680u-notebook-34-3-cm-touchscreen-amd-ryzen-5-16-gb-lpddr4x-sdram-256-gb-ssd-wi-fi-6-windows-10-pro-zwart/9300000055447011/,1264,,EUR,AMD Ryzen™ 5 - 4680U - 4 cores - 13.5 inch - 16GB - 256GB SSD - Matte Black - 7IQ-00032,AMD Ryzen™ 5,4680U,4,13.5,16,SSD,256,Matte Black,,https://azerty.nl/product/microsoft-surface-laptop-4-amd-ryzen-5-4680u-2-2-ghz/4637896,,,1572.4,1269.9,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2324,HP Elitebook 860 G9,5P6R7EA#ABB,https://www.bol.com/be/nl/p/hp-elitebook-860-g9-zakelijke-laptop-16-fhd-i7-1255u-16gb-512gb-lte-4g-w10p-keyboard-verlichting/9300000113874325/,1679,,EUR,2022 - Intel Core i7 - i7-1255U - 10 cores - 16 inch - 16GB - 512GB - 512GB SSD - SILVER | BLACK - 5P6R7EA#ABB,Intel Core i7,i7-1255U,10,16,16,SSD,512,SILVER | BLACK,2022,https://www.bol.com/be/nl/p/hp-elitebook-860-g9-zakelijke-laptop-16-fhd-i7-1255u-16gb-512gb-lte-4g-w10p-keyboard-verlichting-3-jaar-garantie-carepack/9300000113874325/,,,1679,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4173,Asus VIVOBOOK 15 K513EA,90NB0SG2-M54150,https://azerty.nl/product/asus-vivobook-15-k513ea-l11387w-laptop/4672066,,899,EUR,Intel® Core™ i7 - i7-1165G7 - 4 cores - 15.6 inch - 16GB - 1000GB SSD - Transparent Silver - 90NB0SG2-M54150,Intel® Core™ i7,i7-1165G7,4,15.6,16,SSD,1000,Transparent Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2796,Acer-Persprator Helios 300 PH315-53-785U,NH.QATEF.001,https://www.bol.com/be/nl/p/gaming-laptop-pc-acer-predator-helios-300-ph315-53-785u-15-6fhd-144hz-i7-10750h-16gb-voorraad-512go-ssd-rtx3070-w10-azerty/9300000071284458/,1538.48,1905.43,EUR,Intel Core i7 - I7-10750H - 15.6 inch - 16GB - 512GB SSD - Black - NH.QATEF.001,Intel Core i7,I7-10750H,,15.6,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4146,Asus VIVOBOOK 15 S513EA,90NB0SG1-M006L0,https://azerty.nl/product/asus-vivobook-15-s513ea-bn2831w-laptop/4643186,914.51,929,EUR,Intel® Core™ i7 - i7-1165G7 - 4 cores - 15.6 inch - 8GB - 512GB SSD - Indie Black - 90NB0SG1-M006L0,Intel® Core™ i7,i7-1165G7,4,15.6,8,SSD,512,Indie Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,701,Lenovo Legion 5 Pro 16 WQXGA,82RF00Q4MH,https://www.bol.com/be/nl/p/lenovo-legion-5-pro-laptop-16-wqxga-intel-core-i7-16-gb-ddr5-sdram-1-tb-ssd-nvidia-geforce-rtx-3070-wi-fi-6e-windows-11-home-grijs/9300000124325800/,2010.49,2043.5,EUR,Intel® Core™ i7 - i7-12700H - 14 cores - 16 inch - 16GB - 1000GB SSD - Storm Grey - 82RF00Q4MH,Intel® Core™ i7,i7-12700H,14,16,16,SSD,1000,Storm Grey,,https://azerty.nl/product/lenovo-legion5-pro-i7-12700h-16i-16gb/4962655,https://devices-api-prd.s3.eu-west-3.amazonaws.com/67cd26a0aa5ca37109c31623962101ec.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/7f6fe17d240ea140c95e558a912a60d1.jpg,1949,2158.72,EUR,,,,,,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/cc3347562f510f0bb8422ef8e062c597.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
15,2176,Dell Latitude 7390,Latitude7390/BEL,https://www.bol.com/be/nl/p/dell-latitude-7390-notebook-33-8-cm-full-hd-touchscreen-intel-core-i7-8-gb-ram-256-gb-ssd-windows-10-pro/9300000127262408/,,399,EUR,Intel Core i7 - Core i7-8350U - 13.3 inch - 8GB - 256GB SSD - black - Latitude7390/BEL,Intel Core i7,Core i7-8350U,,13.3,8,SSD,256,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6201,HP ZFLY14G9,6B8J0EA#ABH,https://azerty.nl/product/hp-zfly14g9-i7-1255u-32-1tb-14in-w11p/5069500,2508.3,2504.35,EUR,Intel® Core™ i7 - 10 cores - 14 inch - 32GB - 1000GB SSD - 6B8J0EA#ABH,Intel® Core™ i7,,10,14,32,SSD,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6203,HP Envy 17-C1290ND,54K90EA#ABH,https://www.bol.com/be/nl/p/hp-envy-17-ch1290nd-creator-laptop-17-3-inch/9300000050067510/,,,EUR,2021 - Intel Core i7 - i7-1195G7 - 4 cores - 17.3 inch - 16GB - 1000GB SSD - Silver - 54K90EA#ABH,Intel Core i7,i7-1195G7,4,17.3,16,SSD,1000,Silver,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,702,Acer Nitro 5 AN515-55-56YU Gaming,AN515-55-56YU,https://www.bol.com/be/nl/p/acer-nitro-5-an515-55-56yu-gaming-laptop-i5-10300h-nvidia-geforce-rtx-3050-512-gb/9300000073663972/,975,1005,EUR,Intel Core i5 - 10300H - 15.6 inch - 16GB - 512GB SSD - Black - AN515-55-56YU,Intel Core i5,10300H,,15.6,16,SSD,512,Black,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/87a4a56ff41028f31d75a9e4b93d2df0.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/cd2f1977e94daf81b89fef0d268274df.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/798e3c72f1de629fc9937cf12427e391.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,704,Dynabook Satellite Pro L50-G-17Z Black,PBS12E-059026BT,https://www.bol.com/be/nl/p/dynabook-satellite-pro-l50-g-17z-notebook-zwart-39-6-cm-1920-x-1080-pixels-intel-10de-generatie-core-i7-16-gb-ddr4-sdram-512-gb-ssd-wi-fi-6-windows-10-pro/9200000127090689/,454.13,458.31,EUR,Intel® Core™ i7 - i7-10510U - 4 cores - 15.6 inch - 16GB - 512GB SSD - Black - PBS12E-059026BT,Intel® Core™ i7,i7-10510U,4,15.6,16,SSD,512,Black,,https://azerty.nl/product/dynabook-toshiba-satellite-pro-l50-g-17z-laptop/4303190,https://devices-api-prd.s3.eu-west-3.amazonaws.com/2f8b8e80dde751b34401851cf8b1a4db.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/e12d55b2bea04fc2f10128ebcb1a9583.jpg,1183.26,,EUR,,,,,,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/d19348e4ba45a602819893d501a2443f.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/fef949ba16774b87d02086284bf36e8b.jpg,,,,,,,,,,,,,,,,,,,,,,,,
20,2373,Lenovo Thinkpad X1 Carbon Gen 10 21CB,21CB00AMMH,https://azerty.nl/product/lenovo-thinkpad-x1-carbon-gen-10-21cb-scharnier-180-graden/4949410,1960,2092.28,EUR,Intel Core i5 - Intel Core i5-1240P - 12 cores - 14 inch - 16GB - 512GB - 512GB SSD - black - 21CB00AMMH,Intel Core i5,Intel Core i5-1240P,12,14,16,SSD,512,black,,https://www.bol.com/be/nl/p/lenovo-thinkpad-x1-carbon-i5-1240p-notebook-35-6-cm-wuxga-intel-core-i5-16-gb-lpddr5-sdram-512-gb-ssd-wi-fi-6e-windows-11-pro-zwart/9300000107573373/,,,1966,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2937,HP 470 G9 FullHD,24619,https://www.bol.com/be/nl/p/hp-470-g9-fullhd-17-3-laptop-intel-core-i5-1235u-32gb-1-0tb-windows-11-pro/9300000132198808/,1229,1239,EUR,Intel Core i5 - 1235U - 10 cores - 17.3 inch - 32GB - 1000GB SSD - Silver - 24619,Intel Core i5,1235U,10,17.3,32,SSD,1000,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1226,HP Elitebook 840 G6,EliteBook840G6,https://www.bol.com/be/nl/p/hp-elitebook-840-g6-notebook-35-6-cm-full-hd-8de-generatie-intel-core-i5-8-gb-ddr4-sdram-256-gb-ssd-windows-10-pro/9300000118626744/,539,,EUR,Intel Core i5 - i5-8365U - 4 cores - 14 inch - 8GB - 256GB - 256GB SSD - Silver - EliteBook840G6,Intel Core i5,i5-8365U,4,14,8,SSD,256,Silver,,https://www.bol.com/be/nl/p/hp-elitebook-840-g6-notebook-35-6-cm-full-hd-intel-core-i7-16-gb-ram-512-gb-ssd-windows-10-professional/9300000142921692/,https://www.bol.com/be/nl/p/hp-elitebook-840-g6-notebook-35-6-cm-full-hd-touchscreen-intel-core-i5-8-gb-ram-256-gb-ssd-windows-10-professional/9300000142921684/,,599,,EUR,569,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4221,Lenovo ThinkBook 13x ITG 20WJ,20WJ004FMH,https://azerty.nl/product/lenovo-thinkbook-13x-itg-20wj-intel-core-i7-1160g7-2-1-ghz/4636836,1179,1609.18,EUR,Intel® Core™ i7 - i7-1160G7 - 4 cores - 13.3 inch - 16GB - 512GB SSD - Storm grey - 20WJ004FMH,Intel® Core™ i7,i7-1160G7,4,13.3,16,SSD,512,Storm grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3790,Acer Extensa 15 EX215,NX.EGJEH.006,https://azerty.nl/product/acer-extensa-15-ex215-54-laptop/4734171,744,763,EUR,Intel Core i5 - i5-1135G7 - 4 cores - 15.6 inch - 8GB - 512GB - 512GB SSD - Charcoal Black - NX.EGJEH.006,Intel Core i5,i5-1135G7,4,15.6,8,SSD,512,Charcoal Black,,https://www.bol.com/be/nl/p/extensa-15-ex215-54-55k0-qwerty-15-6-fhd-ips-comfyview-i5-1135g7-8gb-ddr4-512gb-ssd-uhd-graphics-for-11th-wi-fi-5-ac-w11p-black-qwerty/9300000071547694/,,,904.1,877.4,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4219,Dell Latitude 5520,Y2XPM,https://azerty.nl/product/dell-latitude-5520-intel-core-i7-1185g7-3-ghz/4639033,1652.92,1647.86,EUR,Intel® Core™ i7 - i7-1185G7 - 4 cores - 15.6 inch - 16GB - 512GB SSD - Gray - Y2XPM,Intel® Core™ i7,i7-1185G7,4,15.6,16,SSD,512,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2375,Dell Precision 5470,F04R9,https://azerty.nl/product/nb-dell-precision-5470-14-0-fhd-i7-w10p-w11p-i7-12800h-512gbssd-16gb-a1000-ir-wl-bl-3yps/4974571,3086.12,3630.18,EUR,Intel® Core™ i7 - i7-12800H - 14 cores - 14 inch - 16GB - 512GB SSD - Gray - F04R9,Intel® Core™ i7,i7-12800H,14,14,16,SSD,512,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4236,Lenovo V17 G2 ITL 82NX,82NX00F4MH,https://azerty.nl/product/lenovo-v17-g2-itl-82nx-laptop/4628857,1209,,EUR,Intel® Core™ i7 - i7-1165G7 - 4 cores - 17.3 inch - 16GB - 512GB SSD - Iron Grey - 82NX00F4MH,Intel® Core™ i7,i7-1165G7,4,17.3,16,SSD,512,Iron Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4232,HP Probook 640 G8,4K7Q6EA#ABH,https://azerty.nl/product/hp-probook-640-g8-notebook-wolf-pro-security/4629320,1137,1176.85,EUR,AMD 3015Ce - 4565 - 4 cores - 15 inch - 4GB - 1000GB - 1000GB HDD - black - 4K7Q6EA#ABH,AMD 3015Ce,4565,4,15,4,HDD,1000,black,,https://www.bol.com/be/nl/p/hp-probook-640-g8-i5-1135g7-notebook-35-6-cm-full-hd-intel-core-i5-8-gb-ddr4-sdram-256-gb-ssd-wi-fi-6-windows-10-pro-zilver/9300000053765260/,,,1203.95,1053.95,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,710,Lenovo Ideapad 3 15Ada6 3050U,82KR002MMB,https://www.bol.com/be/nl/p/lenovo-ideapad-3-15ada6-3050u-notebook-39-6-cm-full-hd-amd-athlon-silver-8-gb-ddr4-sdram-256-gb-ssd-wi-fi-5-windows-11-home-grijs/9300000100667301/,375,379,EUR,AMD Athlon Silver - 3050U - 2 cores - 15.6 inch - 8GB - 256GB - 256GB SSD - Arctic Grey - 82KR002MMB,AMD Athlon Silver,3050U,2,15.6,8,SSD,256,Arctic Grey,,https://azerty.nl/product/lenovo-ideapad-3-15ada6-82kr-amd-athlon-silver-3050u-2-3-ghz/4740179,https://azerty.nl/product/lenovo-ideapad-3-15ada6-82kr-laptop/5131658,https://devices-api-prd.s3.eu-west-3.amazonaws.com/27fb45b761157462ea4e18b32b3996b2.jpg,323.43,323.44,EUR,339,355,EUR,,,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/0570e2be56657694cef495809afeec1b.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/d980acd3ca7b2a95eb95c15301443823.jpg,,,,,,,,,,,,,,,,,,,,,,,,
30,6004,Lenovo IdeaPad 3 15 HD TouchScreen,81X800ENUS,https://www.bestbuy.com/site/lenovo-ideapad-3-15-hd-touch-screen-laptop-intel-core-i3-1115g4-intel-uhd-graphics-8gb-memory-256gb-ssd-platinum-grey/6477624.p?skuId=6477624,424.99,,USD,2021 - Intel 11th Generation Core i3 - 1115G4 - 2 cores - 15.6 inch - 8GB - 256GB - 256GB SSD - Platinum Grey - 81X800ENUS,Intel 11th Generation Core i3,1115G4,2,15.6,8,SSD,256,Platinum Grey,2021,https://www.bestbuy.com/site/lenovo-ideapad-3-15-hd-touch-screen-laptop-intel-core-i3-1115g4-intel-uhd-graphics-8gb-memory-256gb-ssd-platinum-grey/6477624.p?skuId=6477624&intl=nosplash,,,424.99,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4223,Msi GF63 11SC 007NL Thin,GF63 THIN 11SC-007NL,https://azerty.nl/product/msi-gf63-11sc-007nl-thin-core-i7-11800h-2-3-ghz/4635706,1139.15,1149,EUR,Intel® Core™ i7 - i7-11800H - 8 cores - 15.6 inch - 16GB - 512GB SSD - Black - GF63 THIN 11SC-007NL,Intel® Core™ i7,i7-11800H,8,15.6,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4238,Msi PULSE GL76 11UEK,GL76 11UEK-003NL,https://azerty.nl/product/msi-pulse-gl76-11uek-003nl-laptop/4627970,1644.4,,EUR,Intel® Core™ i7 - i7-11800H - 8 cores - 17.3 inch - 16GB - 1000GB SSD - Gray - GL76 11UEK-003NL,Intel® Core™ i7,i7-11800H,8,17.3,16,SSD,1000,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6206,HP ZFLY14G9,6B8J1EA#ABH,https://azerty.nl/product/hp-zfly14g9-i7-1255u-16-512gb-14in-w11p/5069501,2300.64,2296.69,EUR,Intel® Core™ i7 - 10 cores - 14 inch - 16GB - 512GB SSD - 6B8J1EA#ABH,Intel® Core™ i7,,10,14,16,SSD,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3049,HP EliteBook 830 G9,5P6W3EA#ABB,https://www.bol.com/be/nl/p/hp-elitebook-830-g9-zakelijke-laptop-13-3-fhd-i7-1255u-16gb-512gb-w10p/9300000114280699/,1799,,EUR,2022 - Intel Core i7 - i7-1255U - 10 cores - 13.3 inch - 16GB - 512GB - 512GB SSD - SILVER | BLACK - 5P6W3EA#ABB,Intel Core i7,i7-1255U,10,13.3,16,SSD,512,SILVER | BLACK,2022,https://www.bol.com/be/nl/p/hp-elitebook-830-g9-zakelijke-laptop-13-3-fhd-i7-1255u-16gb-512gb-w10p-3-jaar-garantie-carepack/9300000114280699/,,,1799,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,743,HP Envy X360 15-EY0150ND,6F7B7EA#ABH,https://www.bol.com/be/nl/p/hp-envy-x360-15-ey0150nd/9300000109297405/,1018,1059.3,EUR,AMD Ryzen™ 5 - 5625U - 6 cores - 15.6 inch - 16GB - 512GB SSD - Nightfall Black - 6F7B7EA#ABH,AMD Ryzen™ 5,5625U,6,15.6,16,SSD,512,Nightfall Black,,https://azerty.nl/product/hp-envy-x360-15-ey0150nd-r5-5625u-15-6i/4855356,https://devices-api-prd.s3.eu-west-3.amazonaws.com/504115839e4115f2f161eb0b137b13b6.jpg,,1085.07,1099,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2950,HP 17-CN2024NB,745Q4EA,https://www.bol.com/be/nl/p/hp-17-cn2024nb-laptop-17-3-inch-azerty/9300000118527515/,733,,EUR,Intel Core i5 - i5-1235U - 10 cores - 17.3 inch - 8GB - 512GB SSD - Silver - 745Q4EA,Intel Core i5,i5-1235U,10,17.3,8,SSD,512,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,703,Msi Gaming GP76 11UH-1019BE Leopard,GP76 11UH-1019BE,https://www.bol.com/be/nl/p/msi-gaming-gp76-11uh-1019be-leopard-i7-11800h-notebook-43-9-cm-full-hd-intel-core-i7-16-gb-ddr4-sdram-1000-gb-ssd-nvidia-geforce-rtx-3080-wi-fi-6e-windows-11-home-zwart/9300000075519265/,2715,2781.29,EUR,Intel Core i7 - i7-11800H - 8 cores - 17.3 inch - 16GB - 1000GB SSD - Black - GP76 11UH-1019BE,Intel Core i7,i7-11800H,8,17.3,16,SSD,1000,Black,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/aeb8e5e00b9d7e1f87b3599d03e830f4.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/ec4b1a71104d0b98763ef80b07016371.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/6a5994e2a0cfb004a393a2fd316fa1fa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2214,HP Elitebook X360 830 G8,358Q6EA#ABH,https://www.bol.com/be/nl/p/hp-elitebook-x360-830-g8-i5-1135g7-hybride-33-8-cm-touchscreen-full-hd-intel-core-i5-8-gb-ddr4-sdram-256-gb-ssd-wi-fi-6-windows-10-pro-zilver/9300000032328714/,,1299,EUR,2021 - Intel Core i5 - i5-1135G7 - 4 cores - 13.3 inch - 8GB - 256GB SSD - Silver - 358Q6EA#ABH,Intel Core i5,i5-1135G7,4,13.3,8,SSD,256,Silver,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4245,Apple MacBook Pro,MKGT3N/A,https://azerty.nl/product/apple-macbook-pro-laptop/4625099,2349,2749,EUR,2021 - Apple M1 Pro - Apple M1 Pro - 10 cores - 14 inch - 16GB - 1000GB SSD - Space Gray - MKGT3N/A,Apple M1 Pro,Apple M1 Pro,10,14,16,SSD,1000,Space Gray,2021,https://www.bol.com/be/nl/p/apple-macbook-pro-mkgq3n-a-14-inch-apple-m1-pro-1-tb-space-grey-qwerty/9300000060450541/,,,2399,2419,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,716,Asus X415EA-B1199W 14FHD,90NB0TT2-M007H0,https://www.bol.com/be/nl/p/asus-x415ea-eb1199w-14-fhd-i5-1135g7-16gb-1tb-ssd-grey-w11/9300000070934834/,,624.99,EUR,Intel Core i5 - 1135G7 - 14 inch - 16GB - 1000GB SSD - gray - 90NB0TT2-M007H0,Intel Core i5,1135G7,,14,16,SSD,1000,gray,,https://devices-api-prd.s3.eu-west-3.amazonaws.com/6f9241e0683db2dae8d79e4289e358a0.jpg,https://devices-api-prd.s3.eu-west-3.amazonaws.com/44f4ab99aa8f10336907456f7b57a4da.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4261,Lenovo 300th Chromebook Gen 3 82J9,82J9000RMH,https://azerty.nl/product/lenovo-300e-chromebook-gen-3-82j9-draaibaar-design/4643242,407.03,365.59,EUR,AMD 3000 - 3015Ce - 2 cores - 11.6 inch - 4GB - 32GB eMMC - Gray - 82J9000RMH,AMD 3000,3015Ce,2,11.6,4,eMMC,32,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4269,HP Elite C1030 Chromebook,178A7EA#ABH,https://azerty.nl/product/hp-elite-c1030-chromebook-laptop/4341519,1490.68,,EUR,Intel® Core™ i5 - i5-10310U - 4 cores - 13.5 inch - 8GB - 256GB SSD - Silver - 178A7EA#ABH,Intel® Core™ i5,i5-10310U,4,13.5,8,SSD,256,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
