,id,name,mpn,url_1,price_1,old_price_1,currency_1,info,cpu_type_1,cpu_implementation_1,cpu_number_of_cores_1,display_size__inch_1,memory_ram__gb_1,storage_type_1,storage_capacity__gb_1,design_color_name_1,general_year_1,url_2,url_3,url_4,price_2,old_price_2,currency_2,price_3,old_price_3,currency_3,price_4,old_price_4,currency_4,url_5,url_6,url_7,price_5,old_price_5,currency_5,price_6,old_price_6,currency_6,url_8,url_9,url_10,url_11,price_7,old_price_7,currency_7,price_8,old_price_8,currency_8,price_9,old_price_9,currency_9,url_12,price_10,old_price_10,currency_10
247,1587,Acer Aspire 5 A514-54,19696,https://www.bol.com/be/nl/p/acer-aspire-5-a514-54-512m-ddr4-sdram-notebook-35-6-cm-1920-x-1080-pixels-intel-11de-generatie-core-i5-8-gb-512-gb-ssd-wi-fi-6-windows-10-home-blauw-zilver/9300000004654419/,699,683.95,EUR,"2020 - Intel Core i5 - 1135G7 - 4 cores - 14 inch - 8GB - 512GB SSD - Blue, Silver - 19696",Intel Core i5,1135G7,4,14,8,SSD,512,"Blue, Silver",2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1589,Acer Predator PT516-51S-7990 Gaming 16,NH.QAJEH.002,https://www.bol.com/be/nl/p/acer-predator-pt516-51s-7990-gaminglaptop-16-core-i7-11800h-16gb-ddr4-512gb-ssd-nvidia-geforce-rtx-3070-windows-10-home/9300000070599104/,2083.95,1849,EUR,Intel Core i7 - i7-11800H - 8 cores - 16 inch - 16GB - 512GB SSD - Gray - NH.QAJEH.002,Intel Core i7,i7-11800H,8,16,16,SSD,512,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,855,Acer Nitro 5 AN515-57-53BZ,NH.QESEH.006,https://www.bol.com/be/nl/p/acer-laptop-nitro-5-an515-57-53bz-15-6-fhd-ips-144hz-intel-core-i5-11400h-16gb-ddr4-512gb-pcie-nvme-ssd-nvidia-geforce-rtx-3050-ti-4gb/9300000095877248/,929.53,929.7,EUR,Intel Core i5 - 11400H - 15.6 inch - 16GB - 512GB SSD - Black - NH.QESEH.006,Intel Core i5,11400H,,15.6,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1595,Skikk Saga II,Saga 17 II RTX 3050 Ti,https://www.bol.com/be/nl/p/skikk-saga-ii-17-inch-laptop-met-rtx-3050-ti-videokaart-samenstellen/9300000096057200/,1479,1529,EUR,Intel Core i7 - 12700H - 14 cores - 17.3 inch - 16GB - 1000GB SSD - Black - Saga 17 II RTX 3050 Ti,Intel Core i7,12700H,14,17.3,16,SSD,1000,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1117,Acer Nitro 5 AN515-57-539G,NH.QESEH.005,https://www.bol.com/be/nl/p/acer-nitro-5-an515-57-539g/9300000071061100/,949,999,EUR,Intel® Core™ i5 - i5-11400H - 6 cores - 15.6 inch - 16GB - 512GB - 512GB SSD - Shale Black - NH.QESEH.005,Intel® Core™ i5,i5-11400H,6,15.6,16,SSD,512,Shale Black,,https://azerty.nl/product/acer-nitro-5-an515-57-intel-core-i5-11400h/4652886,,,1101.54,1101.67,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,954,Lenovo Thinkpad T14S Gen 2,20WM0085US,https://www.bol.com/be/nl/p/lenovo-thinkpad-t14s-gen-2-14-intel-core-i5-1135g7-8gb-lpddr4ram-256gb-nvme-ssd-windows-10-pro-intel-iris-xe-graphics/9300000044321617/,1149.99,1149,EUR,2021 - Intel 11th Generation Core i5 - 1135G7 - 4 cores - 14 inch - 8GB - 256GB SSD - Storm Gray - 20WM0085US,Intel 11th Generation Core i5,1135G7,4,14,8,SSD,256,Storm Gray,2021,https://www.bestbuy.com/site/lenovo-14-thinkpad-t14s-gen-2-laptop-intel-core-i5-8gb-memory-256gb-ssd-storm-gray/6476217.p?skuId=6476217,,,1399.99,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,3522,Asus Chromebook C523NA,90NX01R1-M06140,https://azerty.nl/product/asus-chromebook-c523na-ej0447-silver-15-6/4869698,338.27,372.95,EUR,Intel® Celeron® N - N3350 - 2 cores - 15.6 inch - 4GB - 64GB eMMC - Silver - 90NX01R1-M06140,Intel® Celeron® N,N3350,2,15.6,4,eMMC,64,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6058,Asus TUF,90NR03U2-M00JR0,https://www.bol.com/be/nl/p/asus-tuf-15-6-fhd-144hz-i5-10300h-16gb-512ssd-gtx1650-4-w11/9300000133655808/,668,681.24,EUR,Intel Core i5 - 10300H - 4 cores - 15.6 inch - 16GB - 512GB SSD - Bonfire Black - 90NR03U2-M00JR0,Intel Core i5,10300H,4,15.6,16,SSD,512,Bonfire Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,973,Lenovo Legion 5 5600H,82K000A3MB,https://www.bol.com/be/nl/p/lenovo-legion-5-5600h-notebook-43-9-cm-full-hd-amd-ryzen-5-16-gb-ddr4-sdram-512-gb-ssd-nvidia-geforce-gtx-1650-wi-fi-6-windows-11-home-zwart-blauw/9300000094209677/,1139,1099,EUR,AMD Ryzen 5 - 5600H - 6 cores - 17.3 inch - 16GB - 512GB SSD - Blue - 82K000A3MB,AMD Ryzen 5,5600H,6,17.3,16,SSD,512,Blue,,https://www.coolblue.be/en/product/917280/lenovo-legion-5-17ach6-82k000a3mb-azerty.html,,,1099,1029,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,7763,Fujitsu LIFEBOOK U7412,VFY:U7412MF7EMNL,https://azerty.nl/product/lifebook-u7412-14i-fhd-vpro-essentials-intel-core-i7-1255u-2x-8gb-ddr4-3200mhz-dual-channel-iris-memory-512gb-m-2-ssd-nvme-wifi-6-wwan-ready-2/5245768,1484.07,1659.14,EUR,Intel® Core™ i7 - i7-1255U - 10 cores - 14 inch - 16GB - 512GB - 512GB SSD - Silver - VFY:U7412MF7EMNL,Intel® Core™ i7,i7-1255U,10,14,16,SSD,512,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,4795,Lenovo Ideapad 1i,82V6S00000,https://www.bestbuy.com/site/lenovo-ideapad-1i-14-0-hd-laptop-celeron-n4020-4gb-memory-64gb-emmc-cloud-grey/6511947.p?skuId=6511947,149.99,249.99,USD,2022 - Intel Celeron - N4020 - 2 cores - 14 inch - 4GB - 64GB eMMC - Cloud Grey - 82V6S00000,Intel Celeron,N4020,2,14,4,eMMC,64,Cloud Grey,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1609,Msi Creator Z16 A12UET-020BE,CREATOR Z16 A12UET-020BE,https://www.bol.com/be/nl/p/msi-creator-z16-a12uet-020be-i7-12700h-notebook-40-6-cm-touchscreen-quad-hd-intel-core-i7-16-gb-ddr5-sdram-1000-gb-ssd-nvidia-geforce-rtx-3060-wi-fi-6e-windows-11-pro-grijs/9300000075519271/,2626.12,2835,EUR,Intel Core i7 - i7-12700H - 14 cores - 16 inch - 16GB - 1000GB SSD - Gray - CREATOR Z16 A12UET-020BE,Intel Core i7,i7-12700H,14,16,16,SSD,1000,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,7742,HP OMEN 16-n0977nd 6800H,6P0N7EA#ABH,https://www.bol.com/be/nl/p/hp-omen-16-n0977nd-6800h-notebook-40-9-cm-full-hd-amd-ryzen-7-32-gb-ddr5-sdram-1000-gb-ssd-nvidia-geforce-rtx-3060-wi-fi-6-windows-11-home-zilver/9300000102227025/,1610,1599,EUR,AMD Ryzen 7 - 6800H - 8 cores - 16.1 inch - 32GB - 1000GB - 1000GB SSD - Silver - 6P0N7EA#ABH,AMD Ryzen 7,6800H,8,16.1,32,SSD,1000,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1618,Microsoft Surface Go 2,8QC-00025,https://www.bol.com/be/nl/p/microsoft-surface-laptop-go-2-laptop-12-4-inch-azerty/9300000107421387/,869,769,EUR,Intel Core i5 - 1135G7 - 4 cores - 12.4 inch - 8GB - 128GB SSD - Platinum - 8QC-00025,Intel Core i5,1135G7,4,12.4,8,SSD,128,Platinum,,https://www.bol.com/be/nl/p/microsoft-surface-laptop-go-2-laptop-12-4-inch/9300000107059235/,,,599,729,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1627,Razer Blade 17,RZ09-0406BEC3-R3E1,https://www.bol.com/be/nl/p/razer-blade-17-i7-11800h-notebook-43-9-cm-full-hd-intel-core-i7-16-gb-ddr4-sdram-1000-gb-ssd-nvidia-geforce-rtx-3070-wi-fi-6e-windows-10-home-zwart/9300000062901402/,1484,,EUR,Intel Core i7 - i7-11800H - 8 cores - 17.3 inch - 16GB - 1000GB SSD - Black - RZ09-0406BEC3-R3E1,Intel Core i7,i7-11800H,8,17.3,16,SSD,1000,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1026,Microsoft Surface 4 4680U,LB4-00009,https://www.bol.com/be/nl/p/microsoft-surface-laptop-4-4680u-notebook-34-3-cm-touchscreen-amd-ryzen-5-8-gb-lpddr4x-sdram-256-gb-ssd-wi-fi-6-windows-11-pro-platina/9300000096958920/,1286,1110,EUR,AMD Ryzen™ 5 - 4680U - 4 cores - 13.5 inch - 8GB - 256GB SSD - Platinum - LB4-00009,AMD Ryzen™ 5,4680U,4,13.5,8,SSD,256,Platinum,,https://azerty.nl/product/microsoft-surface-laptop-4-amd-ryzen-5-4680u-2-2-ghz/4713123,https://devices-api-prd.s3.eu-west-3.amazonaws.com/34d4b12bb95d8eff345a04feb561566d.jpg,,980.99,1199,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6269,Lenovo Yoga 9 14ITL5 82BG,82BG003SMH,https://www.bol.com/be/nl/p/lenovo-yoga-9-14itl5-82bg-laptop-14-touchscreen/9300000014890489/,,973.51,EUR,Intel Core i7 - i7-1185G7 - 4 cores - 14 inch - 16GB - 512GB SSD - Black - 82BG003SMH,Intel Core i7,i7-1185G7,4,14,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,879,Dell Latitude 3520,KCWC0,https://www.bol.com/be/nl/p/dell-latitude-3520-i5-1135g7-notebook-39-6-cm-full-hd-intel-core-i5-8-gb-ddr4-sdram-256-gb-ssd-wi-fi-6-windows-10-pro-grijs/9300000071718531/,899.99,899,EUR,Intel® Core™ i5 - i5-1135G7 - 4 cores - 15.6 inch - 8GB - 256GB - 256GB SSD - Gray - KCWC0,Intel® Core™ i5,i5-1135G7,4,15.6,8,SSD,256,Gray,,https://azerty.nl/product/dell-latitude-3520-laptop/4984717,https://azerty.nl/product/dell-latitude-3520-laptop/5011912,,719,759,EUR,759,799,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,867,HP EliteBook 650 G9,5Y489EA#ABH,https://www.bol.com/be/nl/p/hp-elitebook-650-g9-notebook-15-6-fhd-i5-1235u-16gb-512gb-ssd-w10pro-w11pro-3-jaar-onsite-garantie-verlicht-toetsenbord/9300000083137935/,1195,999,EUR,Intel Core i5 - i5-1235U - 10 cores - 15.6 inch - 16GB - 512GB SSD - Silver - 5Y489EA#ABH,Intel Core i5,i5-1235U,10,15.6,16,SSD,512,Silver,,https://azerty.nl/product/hp-elitebook-650-g9-notebook-wolf-pro-security/4747392,https://www.bol.com/be/nl/p/hp-elitebook-650-g9-notebook-15-6-fhd-i5-1235u-16gb-512gb-ssd-w10pro-w11pro/9300000083137935/,https://devices-api-prd.s3.eu-west-3.amazonaws.com/43ba080c815b4723b28ff57e47d4b16d.jpg,1412.62,1415.58,EUR,925,1075,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1631,Asus X515EA-BQ2507W,90NB0TY2-M01MW0,https://www.bol.com/be/nl/p/asus-x515ea-bq2507w-laptop-15-6-inch/9300000094302882/,669,779,EUR,Intel Core i5 - i5-1135G7 - 4 cores - 15.6 inch - 8GB - 512GB SSD - Silver - 90NB0TY2-M01MW0,Intel Core i5,i5-1135G7,4,15.6,8,SSD,512,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1636,Microsoft Surface 5,R8N-00034,https://www.bol.com/be/nl/p/microsoft-surface-laptop-5-r8n-00034-touchscreen-i5-16gb-512gb-zwart-13-5-inch/9300000126044864/,1449,1779,EUR,Intel Core i5 - 1235U - 10 cores - 13.5 inch - 16GB - 512GB SSD - Graphite - R8N-00034,Intel Core i5,1235U,10,13.5,16,SSD,512,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,988,HP Chromebook X360 11 G4 N5100,305X8EA#ABH,https://www.bol.com/be/nl/p/hp-chromebook-x360-11-g4-n5100-29-5-cm-touchscreen-hd-intel-celeron-4-gb-lpddr4x-sdram-32-gb-emmc-wi-fi-6-chromeos-zwart/9300000032328762/,299,,EUR,2021 - Intel® Celeron® - N5100 - 4 cores - 11.6 inch - 4GB - 32GB eMMC - Black - 305X8EA#ABH,Intel® Celeron®,N5100,4,11.6,4,eMMC,32,Black,2021,https://azerty.nl/product/hp-chromebook-x360-11-g4-education-edition-draaibaar-design/4517404,,,551.79,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,984,Apple MacBook Air,a1466,https://www.bol.com/be/nl/p/apple-macbook-air-13-3-intel-core-i5-5250u-4gb-ram-128gb-ssd-macos-big-sur/9300000110332746/,599.99,599,EUR,2015 - Intel Core i5 - Intel Core i5-5250u - 2 cores - 13.3 inch - 4GB - 128GB SSD - Silver - a1466,Intel Core i5,Intel Core i5-5250u,2,13.3,4,SSD,128,Silver,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1645,HP 17-CP0029NB,444G9EA,https://www.bol.com/be/nl/p/hp-17-cp0029nb-laptop-17-3-inch-azerty/9300000038193082/,698,699,EUR,2021 - AMD Ryzen 5 - 5500U - 6 cores - 17.3 inch - 8GB - 512GB SSD - Silver - 444G9EA,AMD Ryzen 5,5500U,6,17.3,8,SSD,512,Silver,2021,https://www.bol.com/be/nl/p/hp-17-cp0029nb-17-3-hd-laptop-ryzen-5-5500u-8gb-512gb-ssd-windows-10-home-azerty/9300000072924480/,,,699,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1652,Medion Akoya S15449,30031884,https://www.bol.com/be/nl/p/medion-akoya-s15449-laptop-15-6-inch/9300000070599007/,629,499,EUR,Intel Core i5 - i5-1135G7 - 4 cores - 15.6 inch - 8GB - 256GB SSD - Aluminium - 30031884,Intel Core i5,i5-1135G7,4,15.6,8,SSD,256,Aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,999,Lenovo Ideapad Flex 5 82B80013MH,82B80013MH,https://www.bol.com/be/nl/p/lenovo-ideapad-flex-5-82b80013mh-chromebook-13-3-inch/9300000001146693/,301.16,303.37,EUR,2020 - Intel Celeron - 5205U - 2 cores - 13.3 inch - 4GB - 64GB Flash - Gray - 82B80013MH,Intel Celeron,5205U,2,13.3,4,Flash,64,Gray,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,5087,Dell Inspiron 7000 2in1 17 QHD+,i7706-7814SLV-PUS,https://www.bestbuy.com/site/dell-inspiron-7000-2-in-1-17-qhd-touch-screen-laptop-intel-core-i7-nvidia-geforce-mx350-16gb-memory-512gb-ssd-32gb-silver/6432549.p?skuId=6432549,1034.99,,USD,2020 - Intel 11th Generation Core i7 - 1165G7 - 4 cores - 17 inch - 16GB - 512GB SSD - Silver - i7706-7814SLV-PUS,Intel 11th Generation Core i7,1165G7,4,17,16,SSD,512,Silver,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,7743,Asus FA506IHRB-HN099W,FA506IHRB-HN099W,https://www.bol.com/be/nl/p/asus-laptop-fa506ihrb-hn099w/9300000095627769/,739.48,746.19,EUR,AMD Ryzen 5 - 4600H - 4 cores - 15.6 inch - 8GB - 512GB - 512GB SSD - Black - FA506IHRB-HN099W,AMD Ryzen 5,4600H,4,15.6,8,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,996,Acer Nitro 5 AN517-41-R2DV,NH.QAREH.002,https://www.bol.com/be/nl/p/acer-nitro-5-an517-41-r2dv-gaming-laptop-17-inch/9300000072628463/,1090.38,1100.64,EUR,Intel Core i5 - 11400H - 15.4 inch - 16GB - 512GB SSD - Black - NH.QAREH.002,Intel Core i5,11400H,,15.4,16,SSD,512,Black,,https://www.bol.com/be/nl/p/acer-an515-57-56cp-notebook-nitro-5-intel-i5-11400h-16-gb-512-gb-ssd-rtx3050-4gb-windows-11-home-verlicht-toetsenbord/9300000075543584/,,,1053.95,1029,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1668,Asus Expertbook B1 B1500CEAE-BQ1884R,90NX0441-M22570,https://www.bol.com/be/nl/p/asus-expertbook-b1-b1500ceae-bq1884r-laptop-15-6-inch/9300000052887091/,819,,EUR,Intel Core i5 - 1135G7 - 4 cores - 15.6 inch - 8GB - 256GB SSD - Black - 90NX0441-M22570,Intel Core i5,1135G7,4,15.6,8,SSD,256,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,880,Asus TUF DASH F15 FX516PC-HN004W,90NR05U1-M03940,https://www.bol.com/be/nl/p/asus-tuf-dash-f15-fx516pc-hn004w-gaming-laptop-15-6-inch-144-hz/9300000071777971/,1109,1149,EUR,Intel® Core™ i7 - i7-11370H - 4 cores - 15.6 inch - 16GB - 512GB SSD - Eclipse Gray - 90NR05U1-M03940,Intel® Core™ i7,i7-11370H,4,15.6,16,SSD,512,Eclipse Gray,,https://azerty.nl/product/asus-tuf-dash-f15-fx516pc-hn004w-intel-core-i7-11370h-3-3-ghz/4750691,,,1249.11,1249.24,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1677,HP 255 G8,255G8,https://www.bol.com/be/nl/p/notebook-hp-255-g8-15-6-amd-ryzen-3-3250u-8-gb-ddr4-256-gb-ssd-windows-11-pro/9300000089606329/,499,,EUR,AMD Ryzen 3 - AMD Ryzen 3 3250U - 2 cores - 15.6 inch - 8GB - 256GB SSD - Black Gray - 255G8,AMD Ryzen 3,AMD Ryzen 3 3250U,2,15.6,8,SSD,256,Black Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1683,Lenovo Legion 5 15ACH6H 82JU009SMB,82JU009SMB,https://www.bol.com/be/nl/p/lenovo-legion-5-15ach6h-82ju009smb-gaming-laptop-15-6-inch-azerty/9300000027335654/,,856.15,EUR,2021 - AMD Ryzen 5 - 5600H - 6 cores - 15.6 inch - 16GB - 512GB SSD - Black - 82JU009SMB,AMD Ryzen 5,5600H,6,15.6,16,SSD,512,Black,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,882,HP Pavilion 14-EC0320ND,519C4EA#ABH,https://www.bol.com/be/nl/p/hp-pavilion-14-ec0320nd-laptop-14-inch/9300000050067537/,748,719,EUR,AMD Ryzen 5 - 5500U - 6 cores - 14 inch - 8GB - 512GB SSD - Golden - 519C4EA#ABH,AMD Ryzen 5,5500U,6,14,8,SSD,512,Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1009,Acer Predator Helios 300 PH315-55-724G Gaming,NH.QFTEH.001,https://www.bol.com/be/nl/p/acer-predator-helios-300-ph315-55-724g-gaming-laptop-15-6-intel-core-i7-16gb-ddr5-512gb-ssd-nvidia-geforce-rtx-3070-ti-windows-11-home/9300000097043608/,2149,2203.95,EUR,Intel Core i7 - i7-12700H - 14 cores - 15.6 inch - 16GB - 512GB SSD - Black - NH.QFTEH.001,Intel Core i7,i7-12700H,14,15.6,16,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,7744,Asus ZenBook UM6702RC-M2060W,90NB0VT1-M006S0,https://www.bol.com/be/nl/p/asus-zenbook-um6702rc-m2060w-creator-laptop-17-3-inch-azerty/9300000128926572/,1459,1439,EUR,AMD Ryzen 7 - 6800H - 8 cores - 17.3 inch - 16GB - 1000GB - 1000GB SSD - Black - 90NB0VT1-M006S0,AMD Ryzen 7,6800H,8,17.3,16,SSD,1000,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,823,Lenovo Ideapad 5 Pro,82L500S3MH,https://www.bol.com/be/nl/p/lenovo-ideapad-5-pro-windows-laptop-16-inch/9300000061722595/,989.9,989,EUR,2021 - AMD Ryzen™ 5 - 5600H - 6 cores - 16 inch - 16GB - 512GB SSD - Cloud Grey - 82L500S3MH,AMD Ryzen™ 5,5600H,6,16,16,SSD,512,Cloud Grey,2021,https://azerty.nl/product/lenovo-ideapad-5-pro-16ach6-82l5-laptop/4624918,https://devices-api-prd.s3.eu-west-3.amazonaws.com/fd544e032c91b95053ce4d17fce346e0.jpg,,929,929.01,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1012,Msi Alpha 15 B5EK-010BE,ALPHA 15 B5EEK-010BE,https://www.bol.com/be/nl/p/msi-alpha-15-b5eek-010be-gaming-laptop-15-6-inch-144-hz-azerty/9300000040317559/,,1159,EUR,AMD Ryzen 7 - 5800H - 8 cores - 15.6 inch - 16GB - 512GB SSD - Grey - ALPHA 15 B5EEK-010BE,AMD Ryzen 7,5800H,8,15.6,16,SSD,512,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1706,Dynabook Satellite Pro C40-H-115-A1PYS36E116P,A1PYS36E116P,https://www.bol.com/be/nl/p/dynabook-satellite-pro-c40-h-115-a1pys36e116p/9300000025689366/,499,,EUR,2020 - Intel Core i3 - 1005G1 - 2 cores - 14 inch - 8GB - 256GB SSD - Blue - A1PYS36E116P,Intel Core i3,1005G1,2,14,8,SSD,256,Blue,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1017,Medion Erazer Beast X25 Gaming,30032461,https://www.bol.com/be/nl/p/medion-erazer-beast-x25-gaming-laptop-amd-ryzen-7-windows-11-home-17-3-full-hd-met-240-hz-rtx-3080-32-gb-ram-1-tb-ssd/9300000088630923/,2349,1999,EUR,AMD Ryzen 7 - 5800H - 8 cores - 17.3 inch - 32GB - 1000GB SSD - Black - 30032461,AMD Ryzen 7,5800H,8,17.3,32,SSD,1000,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,7745,HP EliteBook 745 G3,EliteBook745G3,https://www.bol.com/be/nl/p/hp-elitebook-745-g3-notebook-35-6-cm-hd-display-amd-a10-pro-8-gb-ram-256-gb-ssd-windows-10-professional/9300000142921679/,269,,EUR,ARM - AMD A10 PRO-8700B - 14 inch - 8GB - 256GB - 256GB SSD - Silver - EliteBook745G3,ARM,AMD A10 PRO-8700B,,14,8,SSD,256,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,890,Msi Prestige 14 A12UC-015BE,PRESTIGE 14 A12UC-015BE,https://www.bol.com/be/nl/p/msi-prestige-14-a12uc-015be-i7-1280p-notebook-35-6-cm-full-hd-intel-core-i7-16-gb-lpddr4x-sdram-1000-gb-ssd-nvidia-geforce-rtx-3050-wi-fi-6e-windows-11-home-koolstof-groen/9300000075519300/,1629,1675.76,EUR,Intel Core i7 - i7-1280P - 14 cores - 14 inch - 16GB - 1000GB SSD - Carbon;green - PRESTIGE 14 A12UC-015BE,Intel Core i7,i7-1280P,14,14,16,SSD,1000,Carbon;green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1289,Asus TUF F15 FX506LHB-HN323W,90NR03U2-M009K0,https://www.bol.com/be/nl/p/asus-tuf-f15-fx506lhb-hn323w-gaming-laptop-15-6-inch-144hz/9300000103684145/,639.23,592.44,EUR,Intel Core i5 - i5-10300H - 4 cores - 15.6 inch - 8GB - 512GB SSD - Black - 90NR03U2-M009K0,Intel Core i5,i5-10300H,4,15.6,8,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,3667,Dell Precision 5770,D3C00,https://azerty.nl/product/nb-dell-precision-5770-17-0-uhd-t-i7-w10p-w11p-i7-12700h-512gbssd-16gb-a2000-wl-bt-bl-3yps/4802547,11785.35,,EUR,Intel® Core™ i7 - i7-12700H - 14 cores - 17 inch - 16GB - 512GB SSD - Gray - D3C00,Intel® Core™ i7,i7-12700H,14,17,16,SSD,512,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,3670,Dell Precision 5470,YTJMT,https://azerty.nl/product/nb-dell-precision-5470-14-0-fhd-i7-w10p-w11p-i7-12800h-1tbssd-32gb-a1000-wl-bt-bl-3yps/4804465,3222.27,2900.04,EUR,Intel® Core™ i7 - i7-12800H - 14 cores - 14 inch - 32GB - 1000GB SSD - Gray - YTJMT,Intel® Core™ i7,i7-12800H,14,14,32,SSD,1000,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1725,Lenovo Ideapad 3,82H9009RMB,https://www.bol.com/be/nl/p/lenovo-ideapad-3-i3-1115g4-notebook-43-9-cm-hd-intel-core-i3-8-gb-ddr4-sdram-512-gb-ssd-wi-fi-6-windows-10-home-grijs/9300000032523538/,595,619,EUR,Intel Core i3 - i3-1115G4 - 2 cores - 17.3 inch - 8GB - 512GB SSD - Gray - 82H9009RMB,Intel Core i3,i3-1115G4,2,17.3,8,SSD,512,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1023,Lenovo Thinkpad X1 Carbon,20FB002UMB,https://www.bol.com/be/nl/p/lenovo-thinkpad-x1-carbon-laptop-14-inch-azerty/9200000056213284/,1849,,EUR,Intel Core i5 - i5-6200U - 2 cores - 14 inch - 8GB - 256GB SSD - Black - 20FB002UMB,Intel Core i5,i5-6200U,2,14,8,SSD,256,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2785,Microsoft MS SRFC LPTP Go 2,L1D-00009,https://azerty.nl/product/ms-srfc-lptp-go-2-i5-4-128-plt/4863230,813.18,813.57,EUR,Intel® Core™ i5 - i5-1135G7 - 4 cores - 12.4 inch - 4GB - 128GB SSD - Platinum - L1D-00009,Intel® Core™ i5,i5-1135G7,4,12.4,4,SSD,128,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1731,Medion Erazer Defender P10,30033042,https://www.bol.com/be/nl/p/medion-erazer-defender-p10-gaming-laptop-144-hz-17-3-inch/9300000102317019/,699,899,EUR,Intel Core i5 - i5-10300H - 4 cores - 17.3 inch - 8GB - 512GB SSD - Black - 30033042,Intel Core i5,i5-10300H,4,17.3,8,SSD,512,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
